Title,Provider,Skills,Rating,Reviews,Details,Course Link,Image URL
Analyze Data to Answer Questions,Google,"Data Validation, Spreadsheet Software, Data Analysis, Data Manipulation, Excel Formulas, Query Languages, Pivot Tables And Charts, SQL, Data Transformation, Database Management, Data Import/Export, Constructive Feedback",4.6,12K reviews,Beginner Â· Course Â· 1 - 4 Weeks,https://www.coursera.org/learn/analyze-data,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/94/fc7cea2c9f47aab0b8161a0775e972/Analyze-Data-to-Answer-Questions.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50&crop=faces
Google Cloud Database Engineer,Google Cloud,"Cloud Infrastructure, Application Deployment, Infrastructure As A Service (IaaS), Kubernetes, Database Architecture and Administration, MySQL, PostgreSQL, Identity and Access Management, Cloud Computing, Data Migration, Cloud Management, Cloud API, Oracle Databases, Databases, Cloud Storage, Network Infrastructure, Cloud Security, Cloud Applications, Google Cloud Platform, Database Administration",4.7,49K reviews,Intermediate Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/google-cloud-database-engineer,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/ee/ab61e2b9f9418c9ea7aa0d26044599/super-cloud-coursera-logo.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Preparing for Google Cloud Certification: Cloud Security Engineer,Google Cloud,"Cloud Infrastructure, Application Performance Management, Distributed Denial-Of-Service (DDoS) Attacks, Google Cloud Platform, Kubernetes, Identity and Access Management, Data Loss Prevention, Load Balancing, System Monitoring, Infrastructure As A Service (IaaS), Network Monitoring, Cloud Applications, Cloud Computing Architecture, Network Architecture, Role-Based Access Control (RBAC), Network Security, Cloud Computing, Network Routing, Cloud Security, Virtual Private Networks (VPN)",4.7,50K reviews,Intermediate Â· Professional Certificate Â· 3 - 6 Months,https://www.coursera.org/professional-certificates/google-cloud-security,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/ac/2b9afa21c2425d934f8ac83f8bdd5b/security.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Operating Systems and You: Becoming a Power User,Google,"Package and Software Management, File Systems, Microsoft Windows, Desktop Support, Linux, Operating Systems, OS Process Management, Linux Administration, Remote Access Systems, System Monitoring, Command-Line Interface, User Accounts, Systems Administration, Windows PowerShell, Technical Support and Services, File Management, Linux Commands, Software Installation, Identity and Access Management, Authorization (Computing)",4.7,29K reviews,Beginner Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/os-power-user,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/e1/0e0c80f1ad11e7b6d1f97cbfd7d592/Course-Logo-3.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50&crop=faces
From Likes to Leads: Interact with Customers Online,Google,"Social Media Strategy, Social Media, Social Media Marketing, Content Creation, Social Media Management, Marketing Strategies, Marketing Analytics, Customer Engagement, Digital Marketing, Brand Awareness, Advertising, Target Audience",4.8,3.6K reviews,Beginner Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/from-likes-to-leads,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/0b/3a63a702354c04891fc5c2737366e8/3_Kenefra.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
Entrepreneurship: Growing Your Business,University of Virginia,"Financial Statements, Financial Accounting, Balance Sheet, Financial Reporting, Financial Statement Analysis, Design Thinking, Annual Reports, Innovation, Process Design, Business Modeling, Business Process, Entrepreneurship, Philanthropy, Courage, Leadership Development, Corporate Sustainability, Stakeholder Engagement, Professional Development, Business Ethics, Organizational Leadership",4.8,7.6K reviews,Beginner Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/entrepreneurship-growing-your-business,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/d2/ebe7d4235d44d69677e872d4063b5b/FAFLogo.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Microsoft Project Management,Microsoft,"Earned Value Management, Stakeholder Engagement, Project Closure, Stakeholder Management, Team Performance Management, Team Building, Agile Methodology, Risk Analysis, Agile Project Management, Stakeholder Communications, Project Management Institute (PMI) Methodology, Systems Thinking, Project Risk Management, Project Implementation, Project Performance, Project Planning, Team Management, Virtual Teams, Project Schedules, Project Management Life Cycle",4.7,401 reviews,Beginner Â· Professional Certificate Â· 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-project-management,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/e1/58b36d811b4978a586b8f7c4ad94a2/Project-management-professional-certificate-SP-Logo.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Preparing for Google Cloud Certification: Cloud DevOps Engineer,Google Cloud,"Site Reliability Engineering, Cloud Infrastructure, Kubernetes, Application Performance Management, Google Cloud Platform, System Monitoring, Infrastructure As A Service (IaaS), Application Deployment, Identity and Access Management, Cloud Applications, CI/CD, Containerization, Cloud Computing, Cloud Security, Cloud Management, Service Level Agreement, Continuous Delivery, Safety Culture, Network Monitoring, Continuous Integration",4.7,54K reviews,Beginner Â· Professional Certificate Â· 3 - 6 Months,https://www.coursera.org/professional-certificates/sre-devops-engineer-google-cloud,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/3d/9de77ef69f4fcc97b4aaa8a9958183/devops.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Workday in Action Series,Workday,"Workday (Software), Benefits Administration, Payroll Processing, Accounts Payable and Receivable, Accounting Systems, Human Capital, Compensation Management, Human Resource Management, Workforce Management, Applicant Tracking Systems, Compensation and Benefits, Business Process Management, Recruitment",4.8,72 reviews,Beginner Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/workday-in-action-series,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/55/0df352bf83466ca97a94a58a531046/WIA_square.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Preparing for Google Cloud Certification: Machine Learning Engineer,Google Cloud,"Feature Engineering, MLOps (Machine Learning Operations), Google Cloud Platform, Generative AI, Tensorflow, Keras (Neural Network Library), Apache Airflow, Cloud Infrastructure, Artificial Intelligence and Machine Learning (AI/ML), Data Pipelines, Systems Design, Data Management, Data Governance, Hybrid Cloud Computing, Workflow Management, Artificial Intelligence, Application Deployment, Cloud Management, DevOps, Systems Architecture",4.4,4.8K reviews,Intermediate Â· Professional Certificate Â· 3 - 6 Months,https://www.coursera.org/professional-certificates/preparing-for-google-cloud-machine-learning-engineer-professional-certificate,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/30/642985a29449dba4ed46240a482e3a/new-ml-on-gcp-logo.jpeg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Google Cloud Digital Leader Training,Google Cloud,"Cloud Management, Serverless Computing, Google Cloud Platform, Digital Transformation, Data Governance, Cloud Services, Distributed Denial-Of-Service (DDoS) Attacks, Cloud Security, Cloud Infrastructure, Data Strategy, Artificial Intelligence and Machine Learning (AI/ML), Application Programming Interface (API), Real Time Data, Business Transformation, Data Management, Hybrid Cloud Computing, Data Warehousing, Artificial Intelligence, Cloud Computing, Data Security",4.8,4.5K reviews,Beginner Â· Professional Certificate Â· 3 - 6 Months,https://www.coursera.org/professional-certificates/google-cloud-digital-leader-training,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/20/759964989244b2b7f003a2901348a1/Cloud_Digital_Leader_Specialization_1200x1200_dark.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Epic Games Game Design,Epic Games,"Software Design Documents, Ideation, 3D Modeling, Prototyping, Visualization (Computer Graphics), User Interface (UI), User Experience Design, Computer Graphics, Usability, Technical Documentation, User Interface and User Experience (UI/UX) Design, User Experience, Virtual Environment, User Interface (UI) Design, Version Control, Conceptual Design, Program Development, UI Components, Data Management, Scripting",4.2,318 reviews,Beginner Â· Professional Certificate Â· 3 - 6 Months,https://www.coursera.org/professional-certificates/epic-games-game-design-professional-certificate,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/20/935777140f4c65989b120a06b819ca/epic-games-logo-360x360-black.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Preparing for Google Cloud Certification: Cloud Network Engineer,Google Cloud,"Cloud Infrastructure, Application Performance Management, Distributed Denial-Of-Service (DDoS) Attacks, Google Cloud Platform, Load Balancing, System Monitoring, Infrastructure As A Service (IaaS), Network Performance Management, Network Monitoring, Cloud Applications, Kubernetes, Cloud Computing Architecture, Identity and Access Management, Network Architecture, Network Security, Cloud Computing, Cloud Management, Network Routing, Virtual Private Networks (VPN), Network Troubleshooting",4.7,49K reviews,Intermediate Â· Professional Certificate Â· 3 - 6 Months,https://www.coursera.org/professional-certificates/google-cloud-networking,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/56/49f11fec0a4a5da3db957b0f27c4ca/network.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Certified in Cybersecurity,ISC2,"Network Security, Incident Response, Security Controls, Business Continuity, Disaster Recovery, Information Assurance, System Configuration, Configuration Management, Cybersecurity, Security Awareness, Security Management, Computer Security Incident Management, Cyber Attacks, Data Security, Infrastructure Security, Risk Management Framework, Event Monitoring, Encryption, Role-Based Access Control (RBAC), Authorization (Computing)",4.7,996 reviews,Beginner Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/certified-in-cybersecurity,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/13/00d81b7c264c86beb3c66e9a6bdcae/ISC2_CC_RGB__mark600x600.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Personal Branding: Stand Out and Succeed,University of Michigan,"Brand Strategy, Branding, Brand Awareness, Brand Management, Personal Development, Self-Awareness, Storytelling, Value Propositions, Interpersonal Communications, Creative Thinking",4.7,141 reviews,Beginner Â· Course Â· 1 - 4 Weeks,https://www.coursera.org/learn/personal-branding-success,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/4c/62fdabd28f4227a440735fff8cdfb0/brandingyou_formal_still_2_1.44.2_1.44.1.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Capstone: Applying Project Management in the Real World,Google,"Project Management, Milestones (Project Management), Project Closure, Data Storytelling, Requirements Analysis, Project Scoping, Stakeholder Management, Project Planning, Project Documentation, Quality Management, Interviewing Skills, Communication",4.9,11K reviews,Beginner Â· Course Â· 1 - 4 Weeks,https://www.coursera.org/learn/applying-project-management,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/83/b9c5fe4738404b9f8e841478e6718c/certs_squareresize1.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50&crop=faces
Agile Development,University of Virginia,"Usability Testing, Agile Product Development, Continuous Delivery, User Story, Agile Methodology, Product Testing, Agile Project Management, Team Management, Design Thinking, Team Leadership, DevOps, Analytics, Business Analytics, Sprint Retrospectives, Product Management, Product Design, Customer Insights, A/B Testing, Product Development, User Research",4.7,4.7K reviews,Beginner Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/agile-development,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/49/336b90a5d211e58ea1475cfc62b42e/Cowan_Thumbnail_360_360.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Financial Engineering and Risk Management,Columbia University,"Portfolio Management, Derivatives, Financial Market, Securities (Finance), Investment Management, Asset Management, Credit Risk, Mortgage Loans, Mathematical Modeling, Applied Mathematics, Capital Markets, Financial Modeling, Securities Trading, Regression Analysis, Market Liquidity, Futures Exchange, Risk Management, Equities, Finance, Market Data",4.6,366 reviews,Intermediate Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/financialengineering,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/b9/0c619aede341858f59410b70c1178a/shutterstock_1923576143-1-.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Machine Learning in Production,DeepLearning.AI,"MLOps (Machine Learning Operations), Application Deployment, Continuous Deployment, Software Development Life Cycle, Machine Learning, Applied Machine Learning, Data Validation, Feature Engineering, Data Quality, Debugging, Continuous Monitoring, Data Pipelines",4.8,3.2K reviews,Intermediate Â· Course Â· 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-machine-learning-in-production,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/a0/e380b37497433f8357a7a6953ee3cc/DeepLearning_MLEP_Banner_1000x1000.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
AI Fundamentals for Non-Data Scientists,University of Pennsylvania,"Generative AI, Big Data, Machine Learning, Tensorflow, Artificial Intelligence, Deep Learning, Algorithms, Process Optimization, Data Analysis, Artificial Neural Networks, Natural Language Processing, Automation",4.8,686 reviews,Mixed Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/wharton-ai-fundamentals-non-data-scientists,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/b8/7caade153743ebaf1309aee6cf07c6/AIforBusiness_fundamentals_coursera.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Intellectual Property Law,University of Pennsylvania,"Branding, Logo Design, Brand Strategy, Brand Awareness, Brand Management, Packaging and Labeling, Asset Protection, Business Strategy, Strategic Planning, Product Knowledge, Regulation and Legal Compliance, Law, Regulation, and Compliance, Innovation, Creativity, Risk Management, Business Strategies, Competitive Analysis, Analysis, Writing, Economics",4.8,1.5K reviews,Intermediate Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/introduction-intellectual-property,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/d2/1bd8fcecb0460fa637a4d9e1e740eb/IP-Law_v3-01.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Salesforce Sales Operations,Salesforce,"Sales Pipelines, Sales Process, Customer Success Management, Order Management, Sales Management, Salesforce, Sales Support, Dashboard, Sales, Sales Development, Customer Relationship Management (CRM) Software, Sales Operations, Lead Generation, Request For Quotation (RFQ), Customer Relationship Management, Product Knowledge, B2B Sales, Campaign Management, Data Visualization, Sales Training",4.6,1.8K reviews,Beginner Â· Professional Certificate Â· 3 - 6 Months,https://www.coursera.org/professional-certificates/salesforce-sales-operations,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/ed/cc8056ad69478a99cf2f5b5995b1a4/05-05.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Linear Algebra for Machine Learning and Data Science,DeepLearning.AI,"Linear Algebra, NumPy, Dimensionality Reduction, Jupyter, Data Manipulation, Data Science, Machine Learning Algorithms, Applied Mathematics, Python Programming",4.6,2K reviews,Intermediate Â· Course Â· 1 - 4 Weeks,https://www.coursera.org/learn/machine-learning-linear-algebra,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/f5/50193edade4c4a9e48e60f8a6dd4e4/LA-DL_Square_Banner_Coursera_800x800.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Data Analysis with R Programming,Google,"Rmarkdown, Ggplot2, R Programming, Data Analysis, Tidyverse (R Package), Data Visualization Software, Data Cleansing, Statistical Analysis, Data Manipulation, Package and Software Management, Data Structures",4.8,11K reviews,Beginner Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/data-analysis-r,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/8f/d818b92890422fb742307e1dd0290a/Data-Analysis-with-R-Programing.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Bookkeeping Basics,Intuit,"Bookkeeping, QuickBooks (Accounting Software), Financial Statements, Accounting Software, Financial Accounting, Accounting, Accounting Records, Balance Sheet, Income Statement, General Ledger, Business Ethics, Generally Accepted Accounting Principles (GAAP), Cash Flows, Journals",4.6,5.9K reviews,Beginner Â· Course Â· 1 - 4 Weeks,https://www.coursera.org/learn/bookkeeping-basics,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/ef/4b102147264389a1cb48f49cacc7dc/CourseraImage6.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Microsoft Python Development,Microsoft,"Web Scraping, Data Ethics, Data Structures, Generative AI, Git (Version Control System), Matplotlib, Version Control, Data Transformation, DevOps, Agile Methodology, Web Development, Data Cleansing, Flask (Web Framework), Scripting, GitHub, Pandas (Python Package), Debugging, Restful API, Docker (Software), Test Driven Development (TDD)",4.2,107 reviews,Beginner Â· Professional Certificate Â· 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-python-developer,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/85/b322ebed824235921710c15744aa83/Image_1200x1200.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Security in Google Cloud,Google Cloud,"Cloud Infrastructure, Google Cloud Platform, Identity and Access Management, Data Loss Prevention, Distributed Denial-Of-Service (DDoS) Attacks, Infrastructure As A Service (IaaS), Cloud Applications, Cloud Security, Kubernetes, Cloud Computing, OAuth, Security Controls, Cloud Storage, Network Infrastructure, Containerization, Threat Management, Application Security, Virtual Private Networks (VPN), Data Security, Authorization (Computing)",4.7,49K reviews,Intermediate Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/security-google-cloud-platform,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/f4/925a00f9bc11e89f6323eb5125b878/managing-security-gcp-course-logo.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Google Agile Essentials,Google,"Agile Project Management, Agile Methodology, Backlogs, User Story, Sprint Planning, Sprint Retrospectives, Kanban Principles, Waterfall Methodology, Prioritization, Cross-Functional Collaboration, Estimation",4.8,38 reviews,Beginner Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/google-agile-essentials,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/5e/b8be221d3b4f2e8053665467c8684d/Jane_1000x1000.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50&crop=faces
"Assets, Threats, and Vulnerabilities",Google,"Threat Modeling, Vulnerability Management, Cyber Threat Intelligence, Cybersecurity, Vulnerability Assessments, MITRE ATT&CK Framework, Data Security, Cyber Risk, NIST 800-53, Authorization (Computing), Malware Protection, Authentications, Security Strategy, Security Controls, Risk Management Framework, Personally Identifiable Information, Encryption",4.8,3.5K reviews,Beginner Â· Course Â· 1 - 4 Weeks,https://www.coursera.org/learn/assets-threats-and-vulnerabilities,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/63/b14eb7644e451eb557b70f45b40426/5_CYBER_ASSETSTHREATS.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50&crop=faces
Google Cloud Data Analytics,Google Cloud,"Data Storytelling, Data Governance, Data Visualization, Data Management, Data Pipelines, Data Visualization Software, Dashboard, Data Lakes, Data Architecture, Cloud Infrastructure, Generative AI, Data Cleansing, Data Transformation, Cloud Computing, Data Access, Cloud Storage, Metadata Management, Data Ethics, Data Analysis, Google Cloud Platform",4.4,156 reviews,Beginner Â· Professional Certificate Â· 3 - 6 Months,https://www.coursera.org/professional-certificates/google-cloud-data-analytics-certificate,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/d2/4dc58eb84446559fe404baf536d5ac/Course-1--1080x1080.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Genomic Data Science,Johns Hopkins University,"Bioinformatics, Unix Commands, Biostatistics, Exploratory Data Analysis, Statistical Analysis, Unix, Data Science, Data Management, Statistical Methods, Command-Line Interface, Statistical Hypothesis Testing, Linux Commands, Science and Research, Statistical Modeling, Data Structures, Data Analysis, R Programming, Computational Thinking, Statistical Programming, Jupyter",4.5,6.6K reviews,Intermediate Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/genomic-data-science,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/17/4df3b0a98411e591c0b9c70a6d8700/GBDS.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Connected Leadership,Yale University,"Systems Thinking, Organizational Leadership, Strategic Leadership, Leadership, Initiative and Leadership, Team Leadership, Team Building, Professional Development, Business Leadership, Leadership and Management, Visionary, Complex Problem Solving, Critical Thinking and Problem Solving, Planning, Personal Development, Business Planning, Self-Awareness, Goal Setting, Business Priorities, Communication",4.8,650 reviews,Intermediate Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/connected-leadership,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/2e/47b8d7348c48998a69f0a07b7ad7e9/Logo_Boyd_ConnectedLeadership_2.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Introduction to Cosmetic Science and Ingredients,Olay,"Quality Control, Product Development, Packaging and Labeling, Quality Assurance and Control, Prototyping, Product Quality (QA/QC), New Product Development, Quality Assessment, Statistical Process Controls, Product Design, Research and Design, Product Testing, Verification And Validation, Health And Safety Standards, Personal Care, Safety Assurance, Good Manufacturing Practices, Record Keeping, Technical Documentation, Life Sciences",4.7,369 reviews,Beginner Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/introduction-to-cosmetic-science,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/7d/cea1097cf2411280485138f337e093/Olay-Specialization-Logo.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Human Resource Management: HR for People Managers,University of Minnesota,"Performance Management, Performance Appraisal, Performance Review, Employee Performance Management, Compensation Management, Compensation Strategy, Compensation and Benefits, Constructive Feedback, Workforce Planning, Talent Recruitment, Human Resource Strategy, Human Resources, Employee Onboarding, Recruitment, Human Resources Management and Planning, Recruitment Strategies, Full Cycle Recruitment, Talent Acquisition, Compensation Analysis, Payroll",4.8,15K reviews,Beginner Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/human-resource-management,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/de/14dab0b33711e59d33114424704df2/IMG_8691-2036.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Leadership Skills,IIMA - IIM Ahmedabad,"Leadership, Organizational Change, Organizational Leadership, Team Leadership, Change Management, Leadership and Management, Business Leadership, Business Ethics, Strategic Leadership, Self-Awareness, Personal Development, Decision Making, Emotional Intelligence, Influencing, Communication, Relationship Building",4.9,1.8K reviews,Beginner Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/leadershipskills,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/48/cdef7ad117457bb1d2712791bc54e2/shutterstock_1698393829.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Six Sigma Yellow Belt,Kennesaw State University,"Six Sigma Methodology, Lean Six Sigma, Root Cause Analysis, Lean Methodologies, Data Collection, Process Improvement, Quality Improvement, Process Optimization, Correlation Analysis, Statistical Hypothesis Testing, Kaizen Methodology, Process Analysis, Probability Distribution, Regression Analysis, Process Capability, Business Process, Statistical Process Controls, Quality Management, Team Management, Continuous Improvement Process",4.7,3.8K reviews,Beginner Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/six-sigma-fundamentals,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/2c/5644e0670811e79d527f02c35bf315/YellowBeltSpecialization-Logo-600x600.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Tableau Business Intelligence Analyst,Tableau Learning Partner,"Data Storytelling, Exploratory Data Analysis, Requirements Elicitation, Ad Hoc Reporting, Data Governance, Data Ethics, Tableau Software, Business Analysis, Data Visualization Software, Data Warehousing, Business Metrics, Dashboard, Statistical Visualization, Extract, Transform, Load, Data Analysis, Spatial Data Analysis, Data Quality, Data Management, Descriptive Statistics, Interactive Data Visualization",4.7,914 reviews,Beginner Â· Professional Certificate Â· 3 - 6 Months,https://www.coursera.org/professional-certificates/tableau-business-intelligence-analyst,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/90/b0039e8be24df5b617a2a3db4df91c/ACTION_600x600-graphic.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Machine Learning on Google Cloud,Google Cloud,"Feature Engineering, Google Cloud Platform, Generative AI, Tensorflow, Keras (Neural Network Library), MLOps (Machine Learning Operations), Cloud Infrastructure, Artificial Intelligence and Machine Learning (AI/ML), Data Pipelines, Data Management, Data Governance, Workflow Management, Artificial Intelligence, Application Deployment, Deep Learning, Cloud Solutions, Cloud Development, Applied Machine Learning, Machine Learning, Predictive Modeling",4.4,3.6K reviews,Intermediate Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/machine-learning-tensorflow-gcp,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/bc/9e1a60378b11e8a4cfb59484b7aff8/new-ml-on-gcp-logo.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Crash Course on Python,Google,"Scripting, Python Programming, Computer Programming, Algorithms, Problem Management, Data Structures, Debugging, Development Environment",4.8,39K reviews,Beginner Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/python-crash-course,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/a1/fd9a9b0f404af6842d49aad8cf141a/Andrew-WA-Thompson-699-1-.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
